           Num   Time(s)  PosAbs(mm)  Pos(mm)  Pos(%)  Load(kN)
1150    1151.0   230.005      7.4667   7.6640     0.0   10.5650
1160    1161.0   232.005      7.5332   7.7304     0.0   10.9679
1170    1171.0   234.005      7.6001   7.7974     0.0   11.3865
1180    1181.0   236.005      7.6664   7.8637     0.0   11.8282
1190    1191.0   238.005      7.7338   7.9310     0.0   12.3009
1200    1201.0   240.005      7.7998   7.9971     0.0   12.7683
1210    1211.0   242.005      7.8668   8.0640     0.0   13.2757
1220    1221.0   244.005      7.9330   8.1302     0.0   13.8013
1230    1231.0   246.005      7.9998   8.1971     0.0   14.3329
1240    1241.0   248.005      8.0665   8.2637     0.0   14.8867
1256    1251.0   248.705      8.0602   8.2575     0.0   14.5870
1266    1261.0   249.105      8.0594   8.2566     0.0   14.5349
1276    1271.0   249.505      8.0600   8.2572     0.0   14.4831
1286    1281.0   249.905      8.0604   8.2576     0.0   14.4449
1296    1291.0   250.305      8.0601   8.2573     0.0   14.3939
1306    1301.0   250.705      8.0604   8.2576     0.0   14.3574
1316    1311.0   251.105      8.0605   8.2577     0.0   14.3214
1326    1321.0   251.505      8.0600   8.2572     0.0   14.2774
1336    1331.0   251.905      8.0602   8.2574     0.0   14.2398
1346    1341.0   252.305      8.0605   8.2577     0.0   14.2151
1356    1351.0   252.705      8.0601   8.2573     0.0   14.1844
1366    1361.0   253.105      8.0601   8.2573     0.0   14.1581
1376    1371.0   253.505      8.0602   8.2574     0.0   14.1239
1386    1381.0   253.905      8.0599   8.2571     0.0   14.1062
1396    1391.0   254.305      8.0603   8.2575     0.0   14.0793
1406    1401.0   254.705      8.0602   8.2574     0.0   14.0505
1416    1411.0   255.105      8.0601   8.2574     0.0   14.0271
1426    1421.0   255.505      8.0601   8.2573     0.0   14.0053
1437    1431.0   255.905      8.0606   8.2578     0.0   13.9872
1447    1441.0   256.305      8.0600   8.2573     0.0   13.9587
1457    1451.0   256.705      8.0605   8.2577     0.0   13.9386
1467    1461.0   257.105      8.0601   8.2573     0.0   13.9252
1477    1471.0   257.505      8.0599   8.2571     0.0   13.9033
1487    1481.0   257.905      8.0602   8.2574     0.0   13.8974
1497    1491.0   258.305      8.0597   8.2569     0.0   13.8806
1507    1501.0   258.705      8.0600   8.2572     0.0   13.8580
1517    1511.0   259.105      8.0599   8.2572     0.0   13.8426
1527    1521.0   259.505      8.0597   8.2569     0.0   13.8310
1537    1531.0   259.905      8.0604   8.2576     0.0   13.8059
1547    1541.0   260.305      8.0600   8.2573     0.0   13.7910
1557    1551.0   260.705      8.0604   8.2576     0.0   13.7772
1567    1561.0   261.105      8.0601   8.2573     0.0   13.7637
1577    1571.0   261.505      8.0603   8.2576     0.0   13.7582
1587    1581.0   261.905      8.0605   8.2578     0.0   13.7304
1597    1591.0   262.305      8.0605   8.2577     0.0   13.7052
1607    1601.0   262.705      8.0608   8.2581     0.0   13.6898
1617    1611.0   263.105      8.0599   8.2571     0.0   13.6713
1627    1621.0   263.505      8.0605   8.2577     0.0   13.7009
1637    1631.0   263.905      8.0601   8.2573     0.0   13.6796
1647    1641.0   264.305      8.0601   8.2573     0.0   13.6715
1657    1651.0   264.705      8.0598   8.2570     0.0   13.6500
1667    1661.0   265.105      8.0600   8.2572     0.0   13.6503
1677    1671.0   265.505      8.0603   8.2576     0.0   13.6410
1687    1681.0   265.905      8.0601   8.2573     0.0   13.6039
1697    1691.0   266.305      8.0603   8.2575     0.0   13.5819
1707    1701.0   266.705      8.0607   8.2580     0.0   13.5890
1717    1711.0   267.105      8.0597   8.2570     0.0   13.5708
1727    1721.0   267.505      8.0597   8.2569     0.0   13.5473
1737    1731.0   267.905      8.0601   8.2573     0.0   13.5413
1747    1741.0   268.305      8.0603   8.2575     0.0   13.5351
1757    1751.0   268.705      8.0603   8.2575     0.0   13.5306
1767    1761.0   269.105      8.0595   8.2568     0.0   13.5073
1777    1771.0   269.505      8.0602   8.2575     0.0   13.5080
1787    1781.0   269.905      8.0602   8.2575     0.0   13.4877
1797    1791.0   270.305      8.0603   8.2575     0.0   13.4825
1807    1801.0   270.705      8.0602   8.2574     0.0   13.4605
1817    1811.0   271.105      8.0603   8.2575     0.0   13.4539
1827    1821.0   271.505      8.0604   8.2576     0.0   13.4497
1837    1831.0   271.905      8.0604   8.2577     0.0   13.4430
1847    1841.0   272.305      8.0602   8.2574     0.0   13.4347
1857    1851.0   272.705      8.0605   8.2577     0.0   13.4255
1867    1861.0   273.105      8.0599   8.2571     0.0   13.4167
1877    1871.0   273.505      8.0603   8.2576     0.0   13.4062
1887    1881.0   273.905      8.0601   8.2573     0.0   13.3921
1897    1891.0   274.305      8.0600   8.2573     0.0   13.3868
1907    1901.0   274.705      8.0606   8.2578     0.0   13.3777
1917    1911.0   275.105      8.0602   8.2574     0.0   13.3737
1927    1921.0   275.505      8.0604   8.2577     0.0   13.3633
1937    1931.0   275.905      8.0599   8.2572     0.0   13.3628
1947    1941.0   276.305      8.0603   8.2575     0.0   13.3516
1957    1951.0   276.705      8.0599   8.2572     0.0   13.3548
1967    1961.0   277.105      8.0600   8.2572     0.0   13.3363
1977    1971.0   277.505      8.0599   8.2571     0.0   13.3328
1987    1981.0   277.905      8.0604   8.2576     0.0   13.3271
1997    1991.0   278.305      8.0601   8.2573     0.0   13.3214
2007    2001.0   278.705      8.0606   8.2578     0.0   13.3055
2017    2011.0   279.105      8.0598   8.2570     0.0   13.2976
2027    2021.0   279.505      8.0603   8.2575     0.0   13.2890
2037    2031.0   279.905      8.0600   8.2572     0.0   13.2808
2047    2041.0   280.305      8.0602   8.2574     0.0   13.2766
2057    2051.0   280.705      8.0604   8.2576     0.0   13.2623
2067    2061.0   281.105      8.0601   8.2573     0.0   13.2611
2077    2071.0   281.505      8.0602   8.2574     0.0   13.2470
2087    2081.0   281.905      8.0599   8.2571     0.0   13.2414
2097    2091.0   282.305      8.0600   8.2573     0.0   13.2353
2107    2101.0   282.705      8.0597   8.2569     0.0   13.2236
2117    2111.0   283.105      8.0605   8.2577     0.0   13.2271
2127    2121.0   283.505      8.0605   8.2577     0.0   13.2264
2137    2131.0   283.905      8.0604   8.2577     0.0   13.2112
2147    2141.0   284.305      8.0603   8.2575     0.0   13.2117
2157    2151.0   284.705      8.0605   8.2577     0.0   13.2070
2167    2161.0   285.105      8.0604   8.2576     0.0   13.1870
2177    2171.0   285.505      8.0605   8.2578     0.0   13.1894
2187    2181.0   285.905      8.0604   8.2576     0.0   13.1752
2197    2191.0   286.305      8.0602   8.2575     0.0   13.1777
2207    2201.0   286.705      8.0599   8.2571     0.0   13.1664
2217    2211.0   287.105      8.0604   8.2576     0.0   13.1654
2227    2221.0   287.505      8.0607   8.2579     0.0   13.1605
2237    2231.0   287.905      8.0601   8.2574     0.0   13.1602
2247    2241.0   288.305      8.0601   8.2574     0.0   13.1480
2257    2251.0   288.705      8.0606   8.2578     0.0   13.1363
2267    2261.0   289.105      8.0608   8.2580     0.0   13.1274
2277    2271.0   289.505      8.0604   8.2576     0.0   13.1237
2287    2281.0   289.905      8.0602   8.2574     0.0   13.1144
2297    2291.0   290.305      8.0602   8.2574     0.0   13.1054
2307    2301.0   290.705      8.0600   8.2573     0.0   13.0945
2317    2311.0   291.105      8.0607   8.2580     0.0   13.0901
2327    2321.0   291.505      8.0606   8.2578     0.0   13.0815
2337    2331.0   291.905      8.0607   8.2579     0.0   13.0884
2347    2341.0   292.305      8.0599   8.2571     0.0   13.0798
2357    2351.0   292.705      8.0607   8.2579     0.0   13.0687
2367    2361.0   293.105      8.0603   8.2576     0.0   13.0548
2377    2371.0   293.505      8.0602   8.2574     0.0   13.0522
2387    2381.0   293.905      8.0606   8.2578     0.0   13.0439
2397    2391.0   294.305      8.0601   8.2574     0.0   13.0493
2407    2401.0   294.705      8.0605   8.2577     0.0   13.0363
2417    2411.0   295.105      8.0600   8.2573     0.0   13.0325
2427    2421.0   295.505      8.0604   8.2576     0.0   13.0314
2437    2431.0   295.905      8.0602   8.2575     0.0   13.0241
2447    2441.0   296.305      8.0602   8.2574     0.0   13.0229
2457    2451.0   296.705      8.0603   8.2575     0.0   13.0219
2467    2461.0   297.105      8.0603   8.2575     0.0   13.0198
2477    2471.0   297.505      8.0600   8.2572     0.0   13.0183
2487    2481.0   297.905      8.0600   8.2572     0.0   13.0164
2497    2491.0   298.305      8.0603   8.2575     0.0   13.0067
2507    2501.0   298.705      8.0596   8.2568     0.0   12.9855
2517    2511.0   299.105      8.0605   8.2577     0.0   12.9824
2527    2521.0   299.505      8.0606   8.2578     0.0   13.0143
2537    2531.0   299.905      8.0603   8.2575     0.0   12.9904
2547    2541.0   300.305      8.0600   8.2573     0.0   12.9578
2557    2551.0   300.705      8.0603   8.2575     0.0   12.9731
2567    2561.0   301.105      8.0604   8.2576     0.0   13.0147
2577    2571.0   301.505      8.0603   8.2575     0.0   12.9741
2587    2581.0   301.905      8.0606   8.2578     0.0   12.9274
2597    2591.0   302.305      8.0600   8.2572     0.0   12.9311
2607    2601.0   302.705      8.0603   8.2575     0.0   12.9732
2617    2611.0   303.105      8.0605   8.2578     0.0   12.9758
2627    2621.0   303.505      8.0602   8.2574     0.0   12.9759
2637    2631.0   303.905      8.0606   8.2578     0.0   12.9510
2647    2641.0   304.305      8.0598   8.2570     0.0   12.9404
2657    2651.0   304.705      8.0601   8.2574     0.0   12.9495
2667    2661.0   305.105      8.0607   8.2579     0.0   12.9328
2677    2671.0   305.505      8.0607   8.2580     0.0   12.9212
2687    2681.0   305.905      8.0609   8.2581     0.0   12.9192
2697    2691.0   306.305      8.0604   8.2576     0.0   12.9116
2707    2701.0   306.705      8.0602   8.2575     0.0   12.9042
2717    2711.0   307.105      8.0606   8.2579     0.0   12.9022
2727    2721.0   307.505      8.0601   8.2574     0.0   12.8979
2737    2731.0   307.905      8.0603   8.2575     0.0   12.8934
2747    2741.0   308.305      8.0608   8.2581     0.0   12.8916
2757    2751.0   308.705      8.0608   8.2580     0.0   12.9032
2767    2761.0   309.105      8.0600   8.2573     0.0   12.8898
2777    2771.0   309.505      8.0600   8.2572     0.0   12.8828
2787    2781.0   309.905      8.0609   8.2581     0.0   12.8961
2797    2791.0   310.305      8.0600   8.2573     0.0   12.8847
2807    2801.0   310.705      8.0601   8.2574     0.0   12.8794
2817    2811.0   311.105      8.0600   8.2572     0.0   12.8839
2827    2821.0   311.505      8.0604   8.2576     0.0   12.8643
2837    2831.0   311.905      8.0606   8.2578     0.0   12.8491
2847    2841.0   312.305      8.0604   8.2576     0.0   12.8452
2857    2851.0   312.705      8.0603   8.2575     0.0   12.8892
2867    2861.0   313.105      8.0601   8.2574     0.0   12.8585
2877    2871.0   313.505      8.0607   8.2579     0.0   12.8574
2887    2881.0   313.905      8.0600   8.2573     0.0   12.8833
2897    2891.0   314.305      8.0605   8.2577     0.0   12.8650
2907    2901.0   314.705      8.0600   8.2573     0.0   12.8340
2917    2911.0   315.105      8.0604   8.2576     0.0   12.8262
2927    2921.0   315.505      8.0605   8.2577     0.0   12.8232
2937    2931.0   315.905      8.0602   8.2574     0.0   12.8349
2947    2941.0   316.305      8.0602   8.2574     0.0   12.8300
2957    2951.0   316.705      8.0600   8.2572     0.0   12.8274
2967    2961.0   317.105      8.0606   8.2578     0.0   12.7981
2977    2971.0   317.505      8.0603   8.2575     0.0   12.8057
2987    2981.0   317.905      8.0601   8.2574     0.0   12.7998
2997    2991.0   318.305      8.0599   8.2571     0.0   12.7924
3007    3001.0   318.705      8.0607   8.2579     0.0   12.7994
3017    3011.0   319.105      8.0603   8.2575     0.0   12.7668
3027    3021.0   319.505      8.0602   8.2575     0.0   12.7804
3037    3031.0   319.905      8.0602   8.2574     0.0   12.7928
3047    3041.0   320.305      8.0603   8.2575     0.0   12.7953
3057    3051.0   320.705      8.0607   8.2580     0.0   12.7758
3067    3061.0   321.105      8.0603   8.2575     0.0   12.7688
3077    3071.0   321.505      8.0605   8.2577     0.0   12.7644
3087    3081.0   321.905      8.0605   8.2577     0.0   12.7652
3097    3091.0   322.305      8.0605   8.2577     0.0   12.7581
3107    3101.0   322.705      8.0605   8.2577     0.0   12.7420
3117    3111.0   323.105      8.0601   8.2573     0.0   12.7350
3127    3121.0   323.505      8.0602   8.2575     0.0   12.7380
3137    3131.0   323.905      8.0604   8.2576     0.0   12.7374
3147    3141.0   324.305      8.0603   8.2576     0.0   12.7317
3157    3151.0   324.705      8.0604   8.2576     0.0   12.7285
3174    3161.0   325.180      8.0605   8.2577     0.0   12.7281
3184    3171.0   325.580      8.0732   8.2704     0.0   12.9666
3194    3181.0   325.980      8.0863   8.2835     0.0   13.2083
3204    3191.0   326.380      8.0998   8.2971     0.0   13.4434
3214    3201.0   326.780      8.1129   8.3101     0.0   13.6670
3224    3211.0   327.180      8.1266   8.3238     0.0   13.8897
3234    3221.0   327.580      8.1397   8.3369     0.0   14.0864
3244    3231.0   327.980      8.1532   8.3504     0.0   14.2935
3254    3241.0   328.380      8.1667   8.3639     0.0   14.4816
3264    3251.0   328.780      8.1795   8.3768     0.0   14.6688
3274    3261.0   329.180      8.1930   8.3902     0.0   14.8616
3284    3271.0   329.580      8.2066   8.4038     0.0   15.0367
3294    3281.0   329.980      8.2194   8.4166     0.0   15.2221
3304    3291.0   330.380      8.2332   8.4305     0.0   15.4054
3314    3301.0   330.780      8.2465   8.4437     0.0   15.5870
3324    3311.0   331.180      8.2595   8.4568     0.0   15.7532
3334    3321.0   331.580      8.2731   8.4703     0.0   15.9298
3344    3331.0   331.980      8.2862   8.4834     0.0   16.0952
3354    3341.0   332.380      8.2994   8.4967     0.0   16.2543
3364    3351.0   332.780      8.3128   8.5101     0.0   16.4169
3374    3361.0   333.180      8.3260   8.5233     0.0   16.5761
3384    3371.0   333.580      8.3396   8.5368     0.0   16.7434
3394    3381.0   333.980      8.3528   8.5500     0.0   16.8973
3404    3391.0   334.380      8.3663   8.5635     0.0   17.0589
3414    3401.0   334.780      8.3796   8.5768     0.0   17.2162
3424    3411.0   335.180      8.3932   8.5904     0.0   17.3694
3434    3421.0   335.580      8.4062   8.6034     0.0   17.5131
3444    3431.0   335.980      8.4198   8.6171     0.0   17.6688
3454    3441.0   336.380      8.4335   8.6307     0.0   17.8089
3464    3451.0   336.780      8.4463   8.6435     0.0   17.9484
3474    3461.0   337.180      8.4595   8.6567     0.0   18.0792
3484    3471.0   337.580      8.4728   8.6700     0.0   18.2394
3494    3481.0   337.980      8.4860   8.6833     0.0   18.3858
3504    3491.0   338.380      8.4996   8.6968     0.0   18.5402
3514    3501.0   338.780      8.5126   8.7098     0.0   18.6687
3524    3511.0   339.180      8.5263   8.7236     0.0   18.8233
3534    3521.0   339.580      8.5396   8.7368     0.0   18.9591
3544    3531.0   339.980      8.5533   8.7506     0.0   19.1079
3554    3541.0   340.380      8.5663   8.7635     0.0   19.2448
3564    3551.0   340.780      8.5798   8.7770     0.0   19.3967
3574    3561.0   341.180      8.5927   8.7900     0.0   19.5088
3584    3571.0   341.580      8.6063   8.8035     0.0   19.6273
3594    3581.0   341.980      8.6198   8.8170     0.0   19.7485
3604    3591.0   342.380      8.6328   8.8300     0.0   19.8802
3614    3601.0   342.780      8.6462   8.8434     0.0   19.9977
3624    3611.0   343.180      8.6596   8.8568     0.0   20.1181
3634    3621.0   343.580      8.6729   8.8701     0.0   20.2290
3644    3631.0   343.980      8.6862   8.8834     0.0   20.3177
3654    3641.0   344.380      8.6994   8.8966     0.0   20.4082
3664    3651.0   344.780      8.7130   8.9102     0.0   20.5067
3674    3661.0   345.180      8.7262   8.9234     0.0   20.6058
3684    3671.0   345.580      8.7398   8.9370     0.0   20.6911
3694    3681.0   345.980      8.7528   8.9501     0.0   20.7787
3704    3691.0   346.380      8.7663   8.9636     0.0   20.8816
3714    3701.0   346.780      8.7794   8.9766     0.0   20.9956
3724    3711.0   347.180      8.7927   8.9899     0.0   21.1032
3734    3721.0   347.580      8.8063   9.0036     0.0   21.2129
3744    3731.0   347.980      8.8197   9.0169     0.0   21.3293
3754    3741.0   348.380      8.8329   9.0301     0.0   21.4286
3764    3751.0   348.780      8.8465   9.0437     0.0   21.5572
3774    3761.0   349.180      8.8588   9.0560     0.0   21.6700
3784    3771.0   349.580      8.8731   9.0703     0.0   21.7743
3794    3781.0   349.980      8.8862   9.0834     0.0   21.8619
3804    3791.0   350.380      8.8995   9.0968     0.0   21.9675
3814    3801.0   350.780      8.9130   9.1103     0.0   22.0833
3824    3811.0   351.180      8.9260   9.1232     0.0   22.1776
3834    3821.0   351.580      8.9397   9.1369     0.0   22.2926
3844    3831.0   351.980      8.9528   9.1500     0.0   22.4172
3854    3841.0   352.380      8.9661   9.1634     0.0   22.5383
3864    3851.0   352.780      8.9796   9.1768     0.0   22.6525
3874    3861.0   353.180      8.9929   9.1901     0.0   22.7639
3884    3871.0   353.580      9.0060   9.2032     0.0   22.8855
3894    3881.0   353.980      9.0191   9.2163     0.0   22.9964
3904    3891.0   354.380      9.0326   9.2299     0.0   23.0989
3914    3901.0   354.780      9.0460   9.2432     0.0   23.2087
3924    3911.0   355.180      9.0598   9.2570     0.0   23.3134
3934    3921.0   355.580      9.0732   9.2704     0.0   23.3980
3944    3931.0   355.980      9.0864   9.2836     0.0   23.5098
3954    3941.0   356.380      9.0996   9.2969     0.0   23.5808
3964    3951.0   356.780      9.1128   9.3100     0.0   23.6302
3974    3961.0   357.180      9.1263   9.3236     0.0   23.6850
3984    3971.0   357.580      9.1399   9.3372     0.0   23.7569
3994    3981.0   357.980      9.1528   9.3500     0.0   23.6482
4004    3991.0   358.380      9.1662   9.3634     0.0   23.5276
4014    4001.0   358.780      9.1795   9.3767     0.0   23.5294
4024    4011.0   359.180      9.1927   9.3899     0.0   23.5976
4034    4021.0   359.580      9.2065   9.4037     0.0   23.7050
4044    4031.0   359.980      9.2196   9.4169     0.0   23.8454
4054    4041.0   360.380      9.2326   9.4298     0.0   23.9683
4064    4051.0   360.780      9.2463   9.4435     0.0   24.0938
4074    4061.0   361.180      9.2596   9.4568     0.0   24.2248
4084    4071.0   361.580      9.2727   9.4700     0.0   24.3541
4094    4081.0   361.980      9.2862   9.4834     0.0   24.4935
4104    4091.0   362.380      9.3004   9.4977     0.0   24.6232
4114    4101.0   362.780      9.3127   9.5100     0.0   24.7565
4124    4111.0   363.180      9.3260   9.5233     0.0   24.8751
4134    4121.0   363.580      9.3394   9.5366     0.0   24.9995
4150    4131.0   363.965      9.3212   9.5184     0.0   24.4765
4160    4141.0   364.365      9.3218   9.5190     0.0   24.4256
4170    4151.0   364.765      9.3211   9.5183     0.0   24.3658
4180    4161.0   365.165      9.3217   9.5189     0.0   24.3152
4190    4171.0   365.565      9.3216   9.5188     0.0   24.2572
4200    4181.0   365.965      9.3216   9.5189     0.0   24.2294
4210    4191.0   366.365      9.3222   9.5195     0.0   24.1773
4220    4201.0   366.765      9.3210   9.5182     0.0   24.1334
4230    4211.0   367.165      9.3219   9.5191     0.0   24.1032
4240    4221.0   367.565      9.3218   9.5190     0.0   24.0617
4250    4231.0   367.965      9.3218   9.5191     0.0   24.0217
4260    4241.0   368.365      9.3218   9.5190     0.0   23.9904
4270    4251.0   368.765      9.3213   9.5186     0.0   23.9606
4280    4261.0   369.165      9.3216   9.5188     0.0   23.9197
4290    4271.0   369.565      9.3217   9.5190     0.0   23.9012
4300    4281.0   369.965      9.3216   9.5188     0.0   23.8685
4310    4291.0   370.365      9.3215   9.5188     0.0   23.8502
4320    4301.0   370.765      9.3217   9.5189     0.0   23.8184
4330    4311.0   371.165      9.3215   9.5187     0.0   23.7914
4340    4321.0   371.565      9.3214   9.5186     0.0   23.7723
4350    4331.0   371.965      9.3217   9.5189     0.0   23.7500
4360    4341.0   372.365      9.3219   9.5191     0.0   23.7310
4370    4351.0   372.765      9.3224   9.5197     0.0   23.7012
4380    4361.0   373.165      9.3211   9.5184     0.0   23.6735
4390    4371.0   373.565      9.3219   9.5192     0.0   23.6500
4400    4381.0   373.965      9.3217   9.5189     0.0   23.6313
4410    4391.0   374.365      9.3219   9.5191     0.0   23.6081
4420    4401.0   374.765      9.3214   9.5186     0.0   23.5743
4430    4411.0   375.165      9.3218   9.5191     0.0   23.5631
4440    4421.0   375.565      9.3216   9.5188     0.0   23.5405
4450    4431.0   375.965      9.3215   9.5187     0.0   23.5281
4460    4441.0   376.365      9.3217   9.5189     0.0   23.5105
4470    4451.0   376.765      9.3216   9.5188     0.0   23.4882
4480    4461.0   377.165      9.3220   9.5192     0.0   23.4712
4490    4471.0   377.565      9.3215   9.5187     0.0   23.4433
4500    4481.0   377.965      9.3211   9.5184     0.0   23.4370
4510    4491.0   378.365      9.3221   9.5193     0.0   23.4139
4520    4501.0   378.765      9.3215   9.5188     0.0   23.4024
4530    4511.0   379.165      9.3218   9.5191     0.0   23.3827
4540    4521.0   379.565      9.3218   9.5191     0.0   23.3652
4550    4531.0   379.965      9.3215   9.5187     0.0   23.3520
4560    4541.0   380.365      9.3214   9.5186     0.0   23.3432
